# index, label, _pos
7642,"SCHEID, W","array([270.25851383,  21.99168341])"
7643,"SHESHADRI, K","array([ 16.91424398, -94.73994985])"
7644,"AYYUB, RLP","array([ 23.4752828 , -97.41711008])"
7645,"MATACZ, A","array([  3.99491362, -29.07641238])"
7646,"KRISTJANSEN, C","array([-13.91844728, -33.29483994])"
7647,"KOCHMANSKI, MS","array([-218.12846271,   40.79112378])"
7648,"MAASILTA, IJ","array([ 81.51570441, -74.11091259])"
7649,"OZOLINS, V","array([ 65.01440685, -74.28198247])"
7650,"VOIGT, CA","array([ 5.93793122, -5.55883811])"
7651,"INYUSHKIN, AV","array([  -7.22658559, -108.64104014])"
7652,"TALDENKOV, AN","array([  -6.66643647, -109.84843331])"
7653,"SHABANOV, SY","array([  -5.32801189, -109.86961519])"
7654,"DEMYANETS, LN","array([  -5.91592166, -108.69537034])"
7655,"UVAROVA, TG","array([  -2.40877306, -102.41535742])"
7656,"BHATTACHARYYA, AJ","array([ 205.80134564, -257.97536928])"
7657,"MIDDYA, TR","array([ 206.33917534, -259.98249518])"
7658,"BARBIELLINI, B","array([ 39.57393708, -86.42370787])"
7659,"PLATZMAN, PM","array([ 39.12612256, -74.30875435])"
7660,"MAGNUSDOTTIR, I","array([ 68.86168351, -25.66698672])"
7661,"ERLINGSSON, SI","array([ 69.53645283, -23.37396977])"
7662,"HENELIUS, P","array([ 34.27426303, -55.02002335])"
7663,"ULM, M","array([  6.51847945, -41.65460326])"
7664,"UNIVERSITY, PTM","array([ -6.58597094, -77.63787389])"
7665,"UNIVERSITY, GP","array([ -6.43553922, -78.54816042])"
7666,"SCHREIER, M","array([ 33.66926472, -31.56803726])"
7667,"KURAMOTO, T","array([-194.52614347,   28.1238488 ])"
7668,"MEHTA, ML","array([-18.41159287, -25.59497908])"
7669,"MAHOUX, G","array([-21.4916646 , -19.60228919])"
7670,"BENFATTO, M","array([  7.37229244, -53.35263911])"
7671,"GERMAIN, P","array([  2.37960229, -62.52432086])"
7672,"SEIBOLD, G","array([  1.55010894, -65.4768803 ])"
7673,"JASTER, A","array([-23.36040749, -39.73190033])"
7674,"HAHN, H","array([-32.48593519, -40.13202747])"
7675,"FUJII, T","array([ -3.63677091, -74.87152723])"
7676,"TSUKAMOTO, Y","array([ -3.29797051, -75.77919236])"
7677,"DUM, R","array([ 65.16695415, -18.15918249])"
7678,"LEWENSTEIN, M","array([ 71.44059838, -15.05991525])"
7679,"QUALLS, JS","array([ 45.05232861, -75.84315491])"
7680,"HAN, SY","array([ 44.2217822 , -72.66115733])"
7681,"STAMP, P","array([ 82.5777036 , -90.22680049])"
7682,"FORCRAND, PD","array([-57.26481634, -33.98196078])"
7683,"SAIKO, SV","array([ -46.46081572, -100.47823569])"
7684,"OLIKH, OY","array([-47.58191389, -99.01621576])"
7685,"WALTHER, HG","array([ -47.85821901, -100.39959273])"
7686,"LEYLEKIAN, L","array([ 16.9987341 , -53.38931238])"
7687,"GUREVICH, LA","array([ 16.91092313, -52.68263252])"
7688,"PAIRAULT, S","array([ -1.41922796, -78.27790822])"
7689,"STERN, R","array([ 36.78782909, -56.59701045])"
7690,"SLICHTER, CP","array([ 32.12185535, -58.58910575])"
7691,"TEVSANOVIC, Z","array([ 16.04791936, -62.05815863])"
7692,"LIU, B","array([ 50.18276842, -66.18613804])"
7693,"CZYCHOLL, G","array([ 39.64745541, -60.04857921])"
7694,"ANTONI, M","array([ 12.58029569, -19.57398567])"
7695,"SZALKA, G","array([ 48.69721701, -17.2739025 ])"
7696,"DASGUPTA, I","array([ 35.03157534, -74.48901542])"
7697,"SAVRASOV, S","array([ 41.62397548, -72.88986398])"
7698,"WANG, R","array([ 31.3997606 , -65.91837809])"
7699,"FISHER, D","array([ 10.44231061, -39.06606592])"
7700,"FIERRO, A","array([ -4.71628042, -15.62819753])"
7701,"CANDIA, AD","array([ -5.79160241, -15.34989942])"
7702,"SCARPETTA, S","array([ -7.74972599, -16.73102629])"
7703,"KUZMANY, A","array([-28.97553231, -27.79959466])"
7704,"HARTOG, SGD","array([ 61.65480792, -55.05249539])"
7705,"MOLEN, SJVD","array([ 63.97670259, -57.69043756])"
7706,"SINGH, NERRP","array([ -5.15034158, 161.31034477])"
7707,"SCHWARZ, G","array([ 57.65022775, -48.58811495])"
7708,"APLICADA, LRDDF","array([  27.16610397, -112.25353838])"
7709,"DE, U","array([  28.33311376, -112.33936257])"
7710,"FUR, RMRMI","array([ 34.41726225, -17.65311727])"
7711,"NGUYEN, VL","array([ 22.41725519, -26.55156793])"
7712,"CHITANVIS, SM","array([253.78204016, -39.77223171])"
7713,"BARNES, SE","array([ 210.32953158, -205.82716408])"
7714,"KOGA, M","array([ 18.0329916 , -64.64596339])"
7715,"LIU, W","array([  9.15696019, -69.58028061])"
7716,"LIN, HH","array([ 27.67332522, -42.39226842])"
7717,"LEWIS, M","array([ -3.03650352, -23.42918564])"
7718,"LI, K","array([ 75.71190183, -81.96040896])"
7719,"FOWLER, A","array([ 72.68330845, -80.37527825])"
7720,"SCHMIDT, S","array([ 22.95423809, -87.92755204])"
7721,"PALME, W","array([ 18.80983905, -89.77130661])"
7722,"LUTHI, B","array([ 23.36016956, -89.3327856 ])"
7723,"BILLE, A","array([  32.41846033, -101.35183403])"
7724,"MUSSEL, U","array([-11.53235065, -43.14546462])"
7725,"ROMERO, AH","array([ 4.82638356, -3.79056043])"
7726,"GOLDSTEIN, EV","array([ 92.63047092, -15.34986082])"
7727,"MEYSTRE, P","array([ 97.48942851, -13.33102048])"
7728,"GOLDBERGER, A","array([  8.62697336, -27.09348013])"
7729,"KLEIN, DL","array([ 26.73886567, -48.51297498])"
7730,"LIM, AKL","array([ 26.85349472, -47.93263908])"
7731,"ALIVISATOS, AP","array([ 27.43708531, -48.34303368])"
7732,"SHIBATA, T","array([ 36.38081651, -89.52534233])"
7733,"KASUMOV, AY","array([ 68.28015621, -71.4743754 ])"
7734,"STEPHAN, O","array([ 69.76088211, -72.44308838])"
7735,"KHODOS, II","array([ 68.55710929, -72.31568248])"
7736,"GORBATOV, YB","array([ 69.12363021, -71.58101074])"
7737,"COLLIEX, C","array([ 69.01258185, -73.18839017])"
7738,"RUSSO, FM","array([-58.61605108, 200.61858868])"
7739,"EVANS, R","array([-10.26066578, -44.34434624])"
7740,"EFANOV, AV","array([  27.83888185, -284.48111781])"
7741,"KAROLYI, A","array([ 10.10162769, -21.11858298])"
7742,"STAHL, P","array([ -73.37637721, -312.27862446])"
7743,"CHERNY, AY","array([  37.85110574, -116.05916776])"
7744,"YUKALOVA, EP","array([-5.38492114,  2.14522862])"
7745,"SUN, T","array([-21.43268728, -22.00027508])"
7746,"BALAZS, AC","array([-16.17040634, -21.27897334])"
7747,"RAMAZASHVILI, R","array([ 27.06076582, -69.46882164])"
7748,"OKKELS, F","array([6.60626982, 5.13878565])"
7749,"DAHLQVIST, P","array([45.36194305, -9.91332207])"
7750,"HORTIKAR, S","array([-11.74314155, -51.10598677])"
7751,"DILAVER, M","array([-14.88710801,  -8.29018667])"
7752,"MEDVEDEV, PB","array([ 266.82060256, -139.2937027 ])"
7753,"RYTCHKOV, OA","array([ 265.61808689, -140.38346604])"
7754,"VOLOVICH, IV","array([ 264.26426247, -139.16942341])"
7755,"COLOMO, F","array([-50.56734825, -78.60481775])"
7756,"LIGUORI, A","array([213.99073986, 139.75458912])"
7757,"MINTCHEV, M","array([215.9256128, 140.1116532])"
7758,"JONES, HF","array([-15.74562424,  -3.61415099])"
7759,"COOPER, L","array([  5.50920184, -60.62129121])"
7760,"SZABO, RJ","array([ -0.77993691, -68.90200877])"
7761,"SEGEV, R","array([ 20.33353779, -31.34504593])"
7762,"DAYA, ZA","array([-78.73835908, 154.21555582])"
7763,"DEYIRMENJIAN, VB","array([-79.29639823, 155.72013735])"
7764,"BRUYN, JRD","array([-80.23652372, 153.60853156])"
7765,"EISENMENGER, F","array([-55.9718818 , -29.97642556])"
7766,"ALTMEYER, S","array([212.49255456, 159.74591452])"
7767,"ESTRIN, DA","array([ 20.97060914, -25.96185592])"
7768,"LARIA, DH","array([ 21.5113841 , -26.44800948])"
7769,"WEHT, RO","array([ 20.93692639, -27.25519576])"
7770,"MIZOGUCHI, H","array([ 15.33527512, -38.33220275])"
7771,"MISHIMA, T","array([ 14.53599946, -38.75738637])"
7772,"SIDLES, JA","array([-115.22297753, -238.19394648])"
7773,"BOGOLIUBOV, NM","array([-21.67438434, -69.51013612])"
7774,"IZERGIN, AG","array([ -3.86743549, -66.64673   ])"
7775,"KITANINE, NA","array([-14.87468021, -70.48462693])"
7776,"GRASSI, V","array([29.09157074, 21.42218147])"
7777,"PROFILO, G","array([28.56439518, 22.49389809])"
7778,"V, A","array([ 125.33600537, -249.95534472])"
7779,"LINK, S","array([  21.23558676, -101.9333667 ])"
7780,"CONDER, K","array([ 21.94734646, -89.9217286 ])"
7781,"U, EK","array([  20.35870059, -101.80712642])"
7782,"KOTOV, V","array([ 31.79743783, -59.85212066])"
7783,"TANBINI, U","array([ 44.45757716, -11.83547823])"
7784,"ROTYIS, J","array([46.49267438, -9.74322325])"
7785,"PARGA, N","array([-35.50533622, -53.23873334])"
7786,"AGGARWAL, G","array([  2.41284929, -26.94305878])"
7787,"TIWARI, U","array([  2.72712893, -25.50608952])"
7788,"SHIMAHARA, H","array([ 17.19985147, -70.27061934])"
7789,"LATISHEV, YI","array([ 55.03300727, -52.07933155])"
7790,"HARNOS, A","array([41.22087311, -9.93646239])"
7791,"BAVIERA, R","array([  3.71177918, -12.83502113])"
7792,"QUILA, MS","array([-1.78381941, -5.90851949])"
7793,"MOSER, A","array([-44.26456706, -40.37683082])"
7794,"ZELLERMANN, B","array([-43.85858797, -39.19884743])"
7795,"SCHOPOHL, N","array([  26.00589991, -109.38707438])"
7796,"LUCZAK, F","array([  40.78492705, -106.76958664])"
7797,"BIEKER, T","array([-27.64907343, -46.63151309])"
7798,"SAKURAI, T","array([  9.79695898, -83.329295  ])"
7799,"YOSHIDA, I","array([ 10.86328198, -84.26005182])"
7800,"TANUMA, S","array([ 10.44021974, -83.23353644])"
7801,"TOBISE, S","array([ 14.55142477, -83.49625309])"
7802,"KOUMOTO, K","array([ 14.57692731, -84.03939296])"
7803,"OKUMURA, H","array([ 13.95524882, -83.60689417])"
7804,"CHOI, J","array([ 43.65097901, -44.57931537])"
7805,"LEE, SI","array([ 44.20758971, -45.15928141])"
7806,"ELS, G","array([ 20.30573806, -82.12716153])"
7807,"VONBERG, H","array([ 19.19107993, -82.41393211])"
7808,"TANUMA, GSUS","array([ 16.67290733, -86.2616602 ])"
7809,"IVLEV, AN","array([ 23.98776103, -85.36052421])"
7810,"MAVRIN, BN","array([ 25.40691095, -85.79066721])"
7811,"BENSIMON, D","array([ 15.57578742, -22.81373356])"
7812,"DOHMI, D","array([ 14.45786526, -23.47531882])"
7813,"WU, H","array([30.57887917, -9.86009961])"
7814,"WENG, Q","array([ 29.38720705, -13.53446235])"
7815,"KOHLER, H","array([-18.93377637, -56.79722475])"
7816,"KLEJNBERG, A","array([ 74.43044841, -75.7561501 ])"
7817,"KOGA, A","array([ 3.30602712e-02, -6.85539049e+01])"
7818,"KUMADA, S","array([  1.14002458, -71.75976033])"
7819,"KOTANI, T","array([-188.59496783, -217.73947642])"
7820,"KRZYSZTON, T","array([-225.52712665,    9.87955703])"
7821,"HIZHNYAKOV, V","array([ -9.42462095, -71.62562557])"
7822,"NEVEDROV, D","array([-14.86888817, -76.01119675])"
7823,"LARIN, SA","array([-27.90680375, -15.33570367])"
7824,"MOENNIGMANN, M","array([-27.7403362 , -13.91793398])"
7825,"HINKS, D","array([ 30.73830583, -71.70662988])"
7826,"FRAUNDORF, P","array([122.88351649, 141.15880699])"
7827,"SHIMADA, H","array([159.38424392, 187.59502356])"
7828,"ONO, K","array([161.28650477, 187.72984603])"
7829,"OOTUKA, Y","array([160.51012215, 185.55761512])"
7830,"STEFFENS, O","array([113.81148113, -84.16023266])"
7831,"ROESSLER, U","array([108.85194044, -83.03189944])"
7832,"SUHRKE, M","array([114.43447054, -85.47524523])"
7833,"ANISIMOVAS, E","array([ 84.72936472, -60.10543872])"
7834,"SHEEHY, DE","array([ 30.98019619, -45.82915687])"
7835,"JACCARD, D","array([ 41.4893014, -67.3719654])"
7836,"VARGOZ, E","array([ 47.37713421, -72.45409778])"
7837,"ALAMIYADRI, K","array([ 47.78272186, -71.74696398])"
7838,"WILHELM, H","array([ 42.06418301, -67.34298346])"
7839,"OOI, S","array([ 34.07553056, -81.12679075])"
7840,"TAMEGAI, T","array([ 33.55209661, -80.97047472])"
7841,"RONNEWINKEL, C","array([ 14.12314174, -28.78113304])"
7842,"KANG, M","array([ 34.152594  , -63.87562877])"
7843,"NAROZHNY, BN","array([ 32.95085485, -51.80946529])"
7844,"SMITH, CM","array([ 40.31132271, -57.2050152 ])"
7845,"DIMASHKO, Y","array([ 41.29445424, -58.20151164])"
7846,"HASSELMANN, N","array([ 40.65051157, -58.47674097])"
7847,"GENOUD, JY","array([ 34.76367201, -81.11302167])"
7848,"CAPRIOTTI, L","array([  3.32175639, -59.78844843])"
7849,"RENZI, VD","array([ 56.49840289, -47.56823904])"
7850,"GIERER, M","array([ 57.17371717, -46.44818331])"
7851,"MUELLER, EJ","array([ 36.00678838, -35.31684577])"
7852,"MOSTOVOY, MV","array([ 27.28818861, -81.27392481])"
7853,"RAKOS, A","array([ -4.6668729 , -12.16761361])"
7854,"SCOTT, TF","array([ 64.92130518, -16.19908555])"
7855,"BALLAGH, RJ","array([ 63.52744826, -20.07121847])"
7856,"SCALAPINO, D","array([ 21.38581931, -55.11814347])"
7857,"SHURGAIA, AV","array([ 75.64592215, -44.94035001])"
7858,"POLLEHN, TJ","array([ 79.54559925, -60.69137075])"
7859,"LINK, P","array([ 18.27052861, -94.61104387])"
7860,"GONCHARENKO, IN","array([ 18.6063557 , -95.34929649])"
7861,"MIGNOT, JM","array([ 23.66215253, -88.67151507])"
7862,"MATSUMURA, T","array([ 18.76675214, -86.14682558])"
7863,"SUZUKI, T","array([ 16.85323353, -91.90174599])"
7864,"HANON, D","array([-27.43282589,  -8.21688208])"
7865,"HANSON, ME","array([ 25.42343961, -78.2285157 ])"
7866,"WILLIAMSON, AJ","array([ 57.68028037, -69.7662805 ])"
7867,"AMMIRATA, SM","array([ 53.26941547, -48.48360881])"
7868,"GORHAM, LA","array([ 52.0992098 , -47.03702082])"
7869,"HUNNICUTT, JC","array([ 52.16550354, -48.46949937])"
7870,"TRAWICK, ML","array([ 52.24198549, -49.51944904])"
7871,"KEENER, CD","array([ 52.16237111, -47.7576827 ])"
7872,"MEUNIER, M","array([ 19.6965226 , -12.59705507])"
7873,"NIEMEYER, B","array([ 21.33237557, -11.75889484])"
7874,"EMPERADOR, A","array([ 79.56968605, -39.93517404])"
7875,"POMORSKI, K","array([-143.21607593,  115.7153707 ])"
7876,"DIETRICH, K","array([-141.37212778,  115.03144105])"
7877,"GHOSH, S","array([ 37.20348898, -18.41878171])"
7878,"ARIAS, R","array([14.00946016, 24.04056391])"
7879,"TSO, HCW","array([51.50237479, 21.9255647 ])"
7880,"GELDART, DJW","array([50.46451227, 21.16080307])"
7881,"ZUDOV, MA","array([ 52.27820771, -72.68465491])"
7882,"DU, RR","array([ 53.2898328, -65.6881578])"
7883,"SIMMONS, JA","array([ 44.92182804, -72.32711927])"
7884,"RENO, JL","array([ 44.51364028, -71.81601624])"
7885,"GUAN, X","array([ 14.46911603, -39.55627679])"
7886,"ESIRGEN, G","array([  6.63200654, -47.73824105])"
7887,"BICKERS, NE","array([  6.89618323, -46.89286748])"
7888,"GERMANY, TC","array([42.60922644,  2.17690937])"
7889,"THEORETICAL, PP","array([41.87651749,  0.35130281])"
7890,"KURTH, T","array([ 64.58659506, -25.29096035])"
7891,"YUEN, KP","array([ -3.7707731 , -76.89161266])"
7892,"LAW, MF","array([ -5.09063874, -77.38445386])"
7893,"YU, KW","array([ -3.6697323 , -77.72436351])"
7894,"SHENG, P","array([  4.06256219, -70.60529925])"
7895,"KATS, EI","array([263.59128244,  -3.80288461])"
7896,"LEBEDEV, VV","array([264.72718321,  -1.77957578])"
7897,"MALININ, SV","array([265.88584038,  -3.27833905])"
7898,"TAHIRKHELI, J","array([  15.84118041, -297.94573417])"
7899,"DEGIOVANNI, P","array([ 22.30046941, -43.34043957])"
7900,"CHAUBET, C","array([ 20.51653283, -43.8917356 ])"
7901,"JORIO, A","array([106.35637657, -45.47678716])"
7902,"PIMENTA, MA","array([104.9863856 , -45.26773225])"
7903,"OPENOV, LA","array([ 37.05893005, 183.19187572])"
7904,"LINN, M","array([ 28.11898124, -57.88175169])"
7905,"PERRY, JK","array([  17.68917853, -297.36476366])"
7906,"GOLDIN, TR","array([ 22.61300632, -30.62964286])"
7907,"ISACSSON, A","array([ 47.48430715, -49.0236001 ])"
7908,"FERREIRA, AL","array([-163.80811764,   93.3295666 ])"
7909,"KORNETA, W","array([-165.86373685,   93.71944696])"
7910,"ETTOUHAMI, AM","array([256.47281894, -67.84619433])"
7911,"KAYAMA, Y","array([-21.30348191, -73.55215065])"
7912,"CHATELAIN, C","array([-16.19594792, -42.31188149])"
7913,"ENTER, AV","array([-3.85106642, 19.80398176])"
7914,"TARASSEMCHUK, D","array([ 24.1428761 , -38.71817153])"
7915,"CHAE, D","array([ 68.76721606, -75.9917274 ])"
7916,"KIM, N","array([ 60.5490824 , -70.09773624])"
7917,"BLOM, S","array([ 46.57032001, -46.3308652 ])"
7918,"OLIN, H","array([ 46.92259368, -47.61412896])"
7919,"COSTAKRAMER, JL","array([ 45.87273685, -46.58929273])"
7920,"SERENA, PA","array([ 46.27846273, -47.24280822])"
7921,"DOROGOVTSEV, SN","array([  8.51681173, -28.5030958 ])"
7922,"ZOBAY, O","array([ 93.86504102, -15.38573502])"
7923,"POESCHEL, T","array([22.40792101, -3.83008761])"
7924,"SCHWAGER, T","array([ 21.9668476 , -10.43063658])"
7925,"SALUENA, C","array([23.05795651,  0.40100134])"
7926,"TAN, W","array([ 17.53803501, -48.56508771])"
7927,"WAHLE, J","array([ 10.87416672, -56.55713051])"
7928,"MAGDEBURG, RHUO","array([ -2.4592493 , -76.13653643])"
7929,"DRESDEN, GBAOSUO","array([ -2.34056785, -76.90952659])"
7930,"RIEGER, MM","array([ 72.79377465, -61.32174845])"
7931,"NEEDS, RJ","array([ 66.20327427, -67.95724172])"
7932,"ROGOJANU, O","array([ 28.60040191, -68.58016823])"
7933,"PAVLOVSKII, VV","array([ 47.91767229, -45.04945181])"
7934,"TSUCHIIZU, M","array([ 53.44722793, -72.45032561])"
7935,"DIAMANDIS, GA","array([-15.07226143, -96.39140358])"
7936,"GEORGALAS, BC","array([-15.47059297, -95.2251611 ])"
7937,"WANG, XH","array([ 60.64072816, -29.37114424])"
7938,"LIVDAN, D","array([ 46.92984083, -23.37136362])"
7939,"NAEINI, JG","array([ 25.47144492, -79.30068773])"
7940,"HEWITT, KC","array([ 25.40037146, -80.48275337])"
7941,"OKUYA, M","array([ 25.79030064, -75.87449444])"
7942,"STAMPERKURN, DM","array([ 74.14988643, -21.8848587 ])"
7943,"ANDREWS, MR","array([ 77.83885697, -18.8195965 ])"
7944,"CHIKKATUR, AP","array([ 78.8642985 , -18.09183867])"
7945,"INOUYE, S","array([ 77.99199857, -17.78337801])"
7946,"MIESNER, HJ","array([ 79.67353702, -18.93993352])"
7947,"STENGER, J","array([ 78.8273047 , -19.21118433])"
7948,"KETTERLE, W","array([ 73.07901468, -19.05925953])"
7949,"PALIY, M","array([ 43.87025303, -20.16016882])"
7950,"BRAUN, O","array([ 44.3599421 , -20.83399624])"
7951,"RONTANI, M","array([ 19.82295725, -65.81603661])"
7952,"BUZZACCHI, M","array([110.98059866, 164.96546215])"
7953,"GIUDICE, ED","array([112.42655451, 164.09190234])"
7954,"PREPARATA, G","array([110.0850602 , 163.54478356])"
7955,"XUE, SS","array([111.52478268, 162.64348466])"
7956,"BARLOVIC, R","array([  4.08953557, -33.08100582])"
7957,"FUCHS, DT","array([ 35.73063781, -81.96515745])"
7958,"ZELDOV, E","array([ 32.77622052, -79.75351376])"
7959,"RAPPAPORT, M","array([ 40.97170563, -78.76829762])"
7960,"BASCONES, E","array([ 35.71168173, -51.89201041])"
7961,"SAENZ, JJ","array([ 33.28326225, -39.23019656])"
7962,"WEI, CM","array([ 58.89927276, -50.39201863])"
7963,"WHITTAKER, DM","array([ -3.63863102, 208.23024005])"
7964,"XIE, J","array([ 51.57688813, -46.34853362])"
7965,"CHEN, XS","array([-12.85409824, -23.33044509])"
7966,"HEEREMA, M","array([ -2.677435  , -16.59520161])"
7967,"COLEMAN, AJ","array([-9.15332852,  7.91063292])"
7968,"ELIASHVILI, M","array([  7.41756913, 173.01472166])"
7969,"TSITSISHVILI, G","array([  9.32032327, 172.52396128])"
7970,"VYSHENSKI, SV","array([ 35.4720988 , -38.30197758])"
7971,"UMENO, K","array([-165.11720045,  101.62995173])"
7972,"FRANZKI, W","array([-164.73511605, -172.69525209])"
7973,"JERSAK, J","array([-165.07526605, -174.67050709])"
7974,"CARROLL, S","array([  9.33959969, -20.71050625])"
7975,"LEE, CWH","array([-169.44879883,   84.48843323])"
7976,"RAJEEV, SG","array([-169.45741441,   86.47783343])"
7977,"HATTAB, HE","array([20.45694333, -7.40566997])"
7978,"BAACKE, J","array([208.05290733,  77.5987135 ])"
7979,"HEITMANN, K","array([207.71063016,  79.5206739 ])"
7980,"PATZOLD, C","array([206.21715246,  78.26681889])"
7981,"DODANG, G","array([ 19.18335127, -34.13830195])"
7982,"PORTER, AR","array([ 70.856143  , -67.32093416])"
7983,"KOZHEKIN, AE","array([ 84.53029979, -45.02630562])"
7984,"KOFMAN, AG","array([ 84.91321944, -43.8746687 ])"
7985,"KURIZKI, G","array([ 79.47739791, -43.93804141])"
7986,"THOMAS, H","array([ 53.68444395, -35.46136555])"
7987,"BYCHKOV, AM","array([ 39.14436753, 182.70150067])"
7988,"SEMENIHIN, IA","array([ 38.65982308, 184.61070847])"
7989,"KRUTITSKY, K","array([67.31660255, -9.32313393])"
7990,"MUDROV, A","array([ 167.46559101, -241.82897057])"
7991,"VARNASHEV, K","array([ 168.70373888, -243.32512483])"
7992,"HUANG, G","array([ 59.8336883 , -22.80474867])"
7993,"HA, ZNC","array([224.1938737 ,  98.87553771])"
7994,"KUDASOV, YB","array([247.82587107,  -2.67781158])"
